LM_ID,ABBREVIATION,SYNONYMS
LMFA04010483,FA 22:7;O2,"(11R)-11-J4-NeuroP[4R,8R]"
LMFA04010484,FA 22:7;O2,"(11R)-11-J4-NeuroP[4R,8S]"
LMFA04010485,FA 22:7;O2,"(11R)-11-J4-NeuroP[4S,8R]"
LMFA04010486,FA 22:7;O2,"(11R)-11-J4-NeuroP[4S,8S]"
LMFA04010487,FA 22:7;O2,"(11S)-11-J4-NeuroP[4R,8R]"
LMFA04010488,FA 22:7;O2,"(11S)-11-J4-NeuroP[4R,8S]"
LMFA04010489,FA 22:7;O2,"(11S)-11-J4-NeuroP[4S,8R]"
LMFA04010490,FA 22:7;O2,"(11S)-11-J4-NeuroP[4S,8S]"
LMFA04010491,FA 22:7;O2,"(13R)-13-J4-NeuroP[16R,20R]"
LMFA04010492,FA 22:7;O2,"(13R)-13-J4-NeuroP[16R,20S]"
LMFA04010493,FA 22:7;O2,"(13R)-13-J4-NeuroP[16S,20R]"
LMFA04010494,FA 22:7;O2,"(13R)-13-J4-NeuroP[16S,20S]"
LMFA04010495,FA 22:7;O2,"(13S)-13-J4-NeuroP[16R,20R]"
LMFA04010496,FA 22:7;O2,"(13S)-13-J4-NeuroP[16R,20S]"
LMFA04010497,FA 22:7;O2,"(13S)-13-J4-NeuroP[16S,20R]"
LMFA04010498,FA 22:7;O2,"(13S)-13-J4-NeuroP[16S,20S]"
LMFA04010499,FA 22:7;O2,"(14R)-14-J4-NeuroP[7R,11R]"
LMFA04010500,FA 22:7;O2,"(14R)-14-J4-NeuroP[7R,11S]"
LMFA04010501,FA 22:7;O2,"(14R)-14-J4-NeuroP[7S,11R]"
LMFA04010502,FA 22:7;O2,"(14R)-14-J4-NeuroP[7S,11S]"
LMFA04010503,FA 22:7;O2,"(14S)-14-J4-NeuroP[7R,11R]"
LMFA04010504,FA 22:7;O2,"(14S)-14-J4-NeuroP[7R,11S]"
LMFA04010505,FA 22:7;O2,"(14S)-14-J4-NeuroP[7S,11R]"
LMFA04010506,FA 22:7;O2,"(14S)-14-J4-NeuroP[7S,11S]"
LMFA04010507,FA 22:7;O2,"(17R)-17-J4-NeuroP[10R,14R]"
LMFA04010508,FA 22:7;O2,"(17R)-17-J4-NeuroP[10R,14S]"
LMFA04010509,FA 22:7;O2,"(17R)-17-J4-NeuroP[10S,14R]"
LMFA04010510,FA 22:7;O2,"(17R)-17-J4-NeuroP[10S,14S]"
LMFA04010511,FA 22:7;O2,"(17S)-17-J4-NeuroP[10R,14R]"
LMFA04010512,FA 22:7;O2,"(17S)-17-J4-NeuroP[10R,14S]"
LMFA04010513,FA 22:7;O2,"(17S)-17-J4-NeuroP[10S,14R]"
LMFA04010514,FA 22:7;O2,"(17S)-17-J4-NeuroP[10S,14S]"
LMFA04010515,FA 22:7;O2,"(20R)-20-J4-NeuroP[13R,17R]"
LMFA04010516,FA 22:7;O2,"(20R)-20-J4-NeuroP[13R,17S]"
LMFA04010517,FA 22:7;O2,"(20R)-20-J4-NeuroP[13S,17R]"
LMFA04010518,FA 22:7;O2,"(20R)-20-J4-NeuroP[13S,17S]"
LMFA04010519,FA 22:7;O2,"(20S)-20-J4-NeuroP[13R,17R]"
LMFA04010520,FA 22:7;O2,"(20S)-20-J4-NeuroP[13R,17S]"
LMFA04010521,FA 22:7;O2,"(20S)-20-J4-NeuroP[13S,17R]"
LMFA04010522,FA 22:7;O2,"(20S)-20-J4-NeuroP[13S,17S]"
LMFA04020001,FA 22:5;O4,
LMFA04020002,FA 22:5;O4,
LMFA04020003,FA 22:5;O4,
LMFA04020004,FA 22:5;O4,
LMFA04020005,FA 22:5;O4,
LMFA04020006,FA 22:5;O4,
LMFA04020007,FA 22:5;O4,
LMFA04020008,FA 22:5;O4,
LMFA04020009,FA 22:5;O4,
LMFA04020010,FA 22:5;O4,
LMFA04020011,FA 22:5;O4,
LMFA04020012,FA 22:5;O4,
LMFA04020013,FA 22:5;O4,
LMFA04020014,FA 22:5;O4,
LMFA04020015,FA 22:5;O4,
LMFA04020016,FA 22:5;O4,
LMFA04020017,FA 22:5;O4,
LMFA04020018,FA 22:5;O4,
LMFA04020019,FA 22:5;O4,
LMFA04020020,FA 22:5;O4,
LMFA04020021,FA 22:5;O4,
LMFA04020022,FA 22:5;O4,
LMFA04020023,FA 22:5;O4,
LMFA04020024,FA 22:5;O4,
LMFA04020025,FA 22:5;O4,
LMFA04020026,FA 22:5;O4,
LMFA04020027,FA 22:5;O4,
LMFA04020028,FA 22:5;O4,
LMFA04020029,FA 22:5;O4,
LMFA04020030,FA 22:5;O4,
LMFA04020031,FA 22:5;O4,
LMFA04020032,FA 22:5;O4,
LMFA04020033,FA 22:5;O4,
LMFA04020034,FA 22:5;O4,
LMFA04020035,FA 22:5;O4,
LMFA04020036,FA 22:5;O4,
LMFA04020037,FA 22:5;O4,
LMFA04020038,FA 22:5;O4,
LMFA04020039,FA 22:5;O4,
LMFA04020040,FA 22:5;O4,
LMFA04020041,FA 22:5;O4,
LMFA04020042,FA 22:5;O4,
LMFA04020043,FA 22:5;O4,
LMFA04020044,FA 22:5;O4,
LMFA04020045,FA 22:5;O4,
LMFA04020046,FA 22:5;O4,
LMFA04020047,FA 22:5;O4,
LMFA04020048,FA 22:5;O4,
LMFA04020049,FA 22:5;O4,
LMFA04020050,FA 22:5;O4,
LMFA04020051,FA 22:5;O4,
LMFA04020052,FA 22:5;O4,
LMFA04020053,FA 22:5;O4,
LMFA04020054,FA 22:5;O4,
LMFA04020055,FA 22:5;O4,
LMFA04020056,FA 22:5;O4,
LMFA04020057,FA 22:5;O4,
LMFA04020058,FA 22:5;O4,
LMFA04020059,FA 22:5;O4,
LMFA04020060,FA 22:5;O4,
LMFA04020061,FA 22:5;O4,
LMFA04020062,FA 22:5;O4,
LMFA04020063,FA 22:5;O4,
LMFA04020064,FA 22:5;O4,
LMFA04020065,FA 22:5;O4,
LMFA04020066,FA 22:5;O4,
LMFA04020067,FA 22:5;O4,
LMFA04020068,FA 22:5;O4,
LMFA04020069,FA 22:5;O4,
LMFA04020070,FA 22:5;O4,
LMFA04020071,FA 22:5;O4,
LMFA04020072,FA 22:5;O4,
LMFA04020073,FA 22:5;O4,
LMFA04020074,FA 22:5;O4,
LMFA04020075,FA 22:5;O4,
LMFA04020076,FA 22:5;O4,
LMFA04020077,FA 22:5;O4,
LMFA04020078,FA 22:5;O4,
LMFA04020079,FA 22:5;O4,
LMFA04020080,FA 22:5;O4,
LMFA04020081,FA 22:5;O4,
LMFA04020082,FA 22:5;O4,
LMFA04020083,FA 22:5;O4,
LMFA04020084,FA 22:5;O4,
LMFA04020085,FA 22:5;O4,
LMFA04020086,FA 22:5;O4,
LMFA04020087,FA 22:5;O4,
LMFA04020088,FA 22:5;O4,
LMFA04020089,FA 22:5;O4,
LMFA04020090,FA 22:5;O4,
LMFA04020091,FA 22:5;O4,
LMFA04020092,FA 22:5;O4,
LMFA04020093,FA 22:5;O4,
LMFA04020094,FA 22:5;O4,
LMFA04020095,FA 22:5;O4,
LMFA04020096,FA 22:5;O4,
LMFA04020097,FA 22:5;O4,
LMFA04020098,FA 22:5;O4,
LMFA04020099,FA 22:5;O4,
LMFA04020100,FA 22:5;O4,
LMFA04020101,FA 22:5;O4,
LMFA04020102,FA 22:5;O4,
LMFA04020103,FA 22:5;O4,
LMFA04020104,FA 22:5;O4,
LMFA04020105,FA 22:5;O4,
LMFA04020106,FA 22:5;O4,
LMFA04020107,FA 22:5;O4,
LMFA04020108,FA 22:5;O4,
LMFA04020109,FA 22:5;O4,
LMFA04020110,FA 22:5;O4,
LMFA04020111,FA 22:5;O4,
LMFA04020112,FA 22:5;O4,
LMFA04020113,FA 22:5;O4,
LMFA04020114,FA 22:5;O4,
LMFA04020115,FA 22:5;O4,
LMFA04020116,FA 22:5;O4,
LMFA04020117,FA 22:5;O4,
LMFA04020118,FA 22:5;O4,
LMFA04020119,FA 22:5;O4,
LMFA04020120,FA 22:5;O4,
LMFA04020121,FA 22:5;O4,
LMFA04020122,FA 22:5;O4,
LMFA04020123,FA 22:5;O4,
LMFA04020124,FA 22:5;O4,
LMFA04020125,FA 22:5;O4,
LMFA04020126,FA 22:5;O4,
LMFA04020127,FA 22:5;O4,
LMFA04020128,FA 22:5;O4,
LMFA04020129,FA 22:5;O4,
LMFA04020130,FA 22:5;O4,
LMFA04020131,FA 22:5;O4,
LMFA04020132,FA 22:5;O4,
LMFA04020133,FA 22:5;O4,
LMFA04020134,FA 22:5;O4,
LMFA04020135,FA 22:5;O4,
LMFA04020136,FA 22:5;O4,
LMFA04020137,FA 22:5;O4,
LMFA04020138,FA 22:5;O4,
LMFA04020139,FA 22:5;O4,
LMFA04020140,FA 22:5;O4,
LMFA04020141,FA 22:5;O4,
LMFA04020142,FA 22:5;O4,
LMFA04020143,FA 22:5;O4,
LMFA04020144,FA 22:5;O4,
LMFA04020145,FA 22:5;O4,
LMFA04020146,FA 22:5;O4,
LMFA04020147,FA 22:5;O4,
LMFA04020148,FA 22:5;O4,
LMFA04020149,FA 22:5;O4,
LMFA04020150,FA 22:5;O4,
LMFA04020151,FA 22:5;O4,
LMFA04020152,FA 22:5;O4,
LMFA04020153,FA 22:5;O4,
LMFA04020154,FA 22:5;O4,
LMFA04020155,FA 22:5;O4,
LMFA04020156,FA 22:5;O4,
LMFA04020157,FA 22:5;O4,
LMFA04020158,FA 22:5;O4,
LMFA04020159,FA 22:5;O4,
LMFA04020160,FA 22:5;O4,
LMFA04020161,FA 22:5;O4,
LMFA04020162,FA 22:5;O4,
LMFA04020163,FA 22:5;O4,
LMFA04020164,FA 22:5;O4,
LMFA04020165,FA 22:5;O4,
LMFA04020166,FA 22:5;O4,
LMFA04020167,FA 22:5;O4,
LMFA04020168,FA 22:5;O4,
LMFA04020169,FA 22:5;O4,
LMFA04020170,FA 22:5;O4,
LMFA04020171,FA 22:5;O4,
LMFA04020172,FA 22:5;O4,
LMFA04020173,FA 22:5;O4,
LMFA04020174,FA 22:5;O4,
LMFA04020175,FA 22:5;O4,
LMFA04020176,FA 22:5;O4,
LMFA04020177,FA 22:5;O4,
LMFA04020178,FA 22:5;O4,
LMFA04020179,FA 22:5;O4,
LMFA04020180,FA 22:5;O4,
LMFA04020181,FA 22:5;O4,
LMFA04020182,FA 22:5;O4,
LMFA04020183,FA 22:5;O4,
LMFA04020184,FA 22:5;O4,
LMFA04020185,FA 22:5;O4,
LMFA04020186,FA 22:5;O4,
LMFA04020187,FA 22:5;O4,
LMFA04020188,FA 22:5;O4,
LMFA04020189,FA 22:5;O4,
LMFA04020190,FA 22:5;O4,
LMFA04020191,FA 22:5;O4,
LMFA04020192,FA 22:5;O4,
LMFA04020193,FA 22:5;O4,
LMFA04020194,FA 22:5;O4,
LMFA04020195,FA 22:5;O4,
LMFA04020196,FA 22:5;O4,
LMFA04020197,FA 22:5;O4,
LMFA04020198,FA 22:5;O4,
LMFA04020199,FA 22:5;O4,
LMFA04020200,FA 22:5;O4,
LMFA04020201,FA 22:5;O4,
LMFA04020202,FA 22:5;O4,
LMFA04020203,FA 22:5;O4,
LMFA04020204,FA 22:5;O4,
LMFA04020205,FA 22:5;O4,
LMFA04020206,FA 22:5;O4,
LMFA04020207,FA 22:5;O4,
LMFA04020208,FA 22:5;O4,
LMFA04020209,FA 22:5;O4,
LMFA04020210,FA 22:5;O4,
LMFA04020211,FA 22:5;O4,
LMFA04020212,FA 22:5;O4,
LMFA04020213,FA 22:5;O4,
LMFA04020214,FA 22:5;O4,
LMFA04020215,FA 22:5;O4,
LMFA04020216,FA 22:5;O4,
LMFA04020217,FA 22:5;O4,
LMFA04020218,FA 22:5;O4,
LMFA04020219,FA 22:5;O4,
LMFA04020220,FA 22:5;O4,
LMFA04020221,FA 22:5;O4,
LMFA04020222,FA 22:5;O4,
LMFA04020223,FA 22:5;O4,
LMFA04020224,FA 22:5;O4,
LMFA04020225,FA 22:5;O4,
LMFA04020226,FA 22:5;O4,
LMFA04020227,FA 22:5;O4,
LMFA04020228,FA 22:5;O4,
LMFA04020229,FA 22:5;O4,
LMFA04020230,FA 22:5;O4,
LMFA04020231,FA 22:5;O4,
LMFA04020232,FA 22:5;O4,
LMFA04020233,FA 22:5;O4,
LMFA04020234,FA 22:5;O4,
LMFA04020235,FA 22:5;O4,
LMFA04020236,FA 22:5;O4,
LMFA04020237,FA 22:5;O4,
LMFA04020238,FA 22:5;O4,
LMFA04020239,FA 22:5;O4,
LMFA04020240,FA 22:5;O4,
LMFA04020241,FA 22:5;O4,
LMFA04020242,FA 22:5;O4,
LMFA04020243,FA 22:5;O4,
LMFA04020244,FA 22:5;O4,
LMFA04020245,FA 22:5;O4,
LMFA04020246,FA 22:5;O4,
LMFA04020247,FA 22:5;O4,
LMFA04020248,FA 22:5;O4,
LMFA04020249,FA 22:5;O4,
LMFA04020250,FA 22:5;O4,
LMFA04020251,FA 22:5;O4,
LMFA04020252,FA 22:5;O4,
LMFA04020253,FA 22:5;O4,
LMFA04020254,FA 22:5;O4,
LMFA04020255,FA 22:5;O4,
LMFA04020256,FA 22:5;O4,
LMFA04020257,FA 22:5;O4,
LMFA04020258,FA 22:5;O4,
LMFA04020259,FA 22:5;O4,
LMFA04020260,FA 22:5;O4,
LMFA04020261,FA 22:5;O4,
LMFA04020262,FA 22:5;O4,
LMFA04020263,FA 22:5;O4,
LMFA04020264,FA 22:5;O4,
LMFA04020265,FA 22:5;O4,
LMFA04020266,FA 22:5;O4,
LMFA04020267,FA 22:5;O4,
LMFA04020268,FA 22:5;O4,
LMFA04020269,FA 22:5;O4,
LMFA04020270,FA 22:5;O4,
LMFA04020271,FA 22:5;O4,
LMFA04020272,FA 22:5;O4,
LMFA04020273,FA 22:5;O4,
LMFA04020274,FA 22:5;O4,
LMFA04020275,FA 22:5;O4,
LMFA04020276,FA 22:5;O4,
LMFA04020277,FA 22:5;O4,
LMFA04020278,FA 22:5;O4,
LMFA04020279,FA 22:5;O4,
LMFA04020280,FA 22:5;O4,
LMFA04020281,FA 22:5;O4,
LMFA04020282,FA 22:5;O4,
LMFA04020283,FA 22:5;O4,
LMFA04020284,FA 22:5;O4,
LMFA04020285,FA 22:5;O4,
LMFA04020286,FA 22:5;O4,
LMFA04020287,FA 22:5;O4,
LMFA04020288,FA 22:5;O4,
LMFA04020289,FA 22:5;O4,
LMFA04020290,FA 22:5;O4,
LMFA04020291,FA 22:5;O4,
LMFA04020292,FA 22:5;O4,
LMFA04020293,FA 22:5;O4,
LMFA04020294,FA 22:5;O4,
LMFA04020295,FA 22:5;O4,
LMFA04020296,FA 22:5;O4,
LMFA04020297,FA 22:5;O4,
LMFA04020298,FA 22:5;O4,
LMFA04020299,FA 22:5;O4,
LMFA04020300,FA 22:5;O4,
LMFA04020301,FA 22:5;O4,
LMFA04020302,FA 22:5;O4,
LMFA04020303,FA 22:5;O4,
LMFA04020304,FA 22:5;O4,
LMFA04020305,FA 22:5;O4,
LMFA04020306,FA 22:5;O4,
LMFA04020307,FA 22:5;O4,
LMFA04020308,FA 22:5;O4,
LMFA04020309,FA 22:5;O4,
LMFA04020310,FA 22:5;O4,
LMFA04020311,FA 22:5;O4,
LMFA04020312,FA 22:5;O4,
LMFA04020313,FA 22:5;O4,
LMFA04020314,FA 22:5;O4,
LMFA04020315,FA 22:5;O4,
LMFA04020316,FA 22:5;O4,
LMFA04020317,FA 22:5;O4,
LMFA04020318,FA 22:5;O4,
LMFA04020319,FA 22:5;O4,
LMFA04020320,FA 22:5;O4,
LMFA04020321,FA 22:5;O4,
LMFA04020322,FA 22:5;O4,
LMFA04020323,FA 22:5;O4,
LMFA04020324,FA 22:5;O4,
LMFA04020325,FA 22:5;O4,
LMFA04020326,FA 22:5;O4,
LMFA04020327,FA 22:5;O4,
LMFA04020328,FA 22:5;O4,
LMFA04020329,FA 22:5;O4,
LMFA04020330,FA 22:5;O4,
LMFA04020331,FA 22:5;O4,
LMFA04020332,FA 22:5;O4,
LMFA04020333,FA 22:5;O4,
LMFA04020334,FA 22:5;O4,
LMFA04020335,FA 22:5;O4,
LMFA04020336,FA 22:5;O4,
LMFA04020337,FA 22:5;O4,
LMFA04020338,FA 22:5;O4,
LMFA04020339,FA 22:5;O4,
LMFA04020340,FA 22:5;O4,
LMFA04020341,FA 22:5;O4,
LMFA04020342,FA 22:5;O4,
LMFA04020343,FA 22:5;O4,
LMFA04020344,FA 22:5;O4,
LMFA04020345,FA 22:5;O4,
LMFA04020346,FA 22:5;O4,
LMFA04020347,FA 22:5;O4,
LMFA04020348,FA 22:5;O4,
LMFA04020349,FA 22:5;O4,
LMFA04020350,FA 22:5;O4,
LMFA04020351,FA 22:5;O4,
LMFA04020352,FA 22:5;O4,
LMFA04020353,FA 22:5;O4,
LMFA04020354,FA 22:5;O4,
LMFA04020355,FA 22:5;O4,
LMFA04020356,FA 22:5;O4,
LMFA04020357,FA 22:5;O4,
LMFA04020358,FA 22:5;O4,
LMFA04020359,FA 22:5;O4,
LMFA04020360,FA 22:5;O4,
LMFA04020361,FA 22:5;O4,
LMFA04020362,FA 22:5;O4,
LMFA04020363,FA 22:5;O4,
LMFA04020364,FA 22:5;O4,
LMFA04020365,FA 22:5;O4,
LMFA04020366,FA 22:5;O4,
LMFA04020367,FA 22:5;O4,
LMFA04020368,FA 22:5;O4,
LMFA04020369,FA 22:5;O4,
LMFA04020370,FA 22:5;O4,
LMFA04020371,FA 22:5;O4,
LMFA04020372,FA 22:5;O4,
LMFA04020373,FA 22:5;O4,
LMFA04020374,FA 22:5;O4,
LMFA04020375,FA 22:5;O4,
LMFA04020376,FA 22:5;O4,
LMFA04020377,FA 22:5;O4,
LMFA04020378,FA 22:5;O4,
LMFA04020379,FA 22:5;O4,
LMFA04020380,FA 22:5;O4,
LMFA04020381,FA 22:5;O4,
LMFA04020382,FA 22:5;O4,
LMFA04020383,FA 22:5;O4,
LMFA04020384,FA 22:5;O4,
LMFA04020385,FA 22:5;O4,
LMFA04020386,FA 22:5;O4,
LMFA04020387,FA 22:5;O4,
LMFA04020388,FA 22:5;O4,
LMFA04020389,FA 22:5;O4,
LMFA04020390,FA 22:5;O4,
LMFA04020391,FA 22:5;O4,
LMFA04020392,FA 22:5;O4,
LMFA04020393,FA 22:5;O4,
LMFA04020394,FA 22:5;O4,
LMFA04020395,FA 22:5;O4,
LMFA04020396,FA 22:5;O4,
LMFA04020397,FA 22:5;O4,
LMFA04020398,FA 22:5;O4,
LMFA04020399,FA 22:5;O4,
LMFA04020400,FA 22:5;O4,
LMFA04020401,FA 22:5;O4,
LMFA04020402,FA 22:5;O4,
LMFA04020403,FA 22:5;O4,
LMFA04020404,FA 22:5;O4,
LMFA04020405,FA 22:5;O4,
LMFA04020406,FA 22:5;O4,
LMFA04020407,FA 22:5;O4,
LMFA04020408,FA 22:5;O4,
LMFA04020409,FA 22:5;O4,
LMFA04020410,FA 22:5;O4,
LMFA04020411,FA 22:5;O4,
LMFA04020412,FA 22:5;O4,
LMFA04020413,FA 22:5;O4,
LMFA04020414,FA 22:5;O4,
LMFA04020415,FA 22:5;O4,
LMFA04020416,FA 22:5;O4,
LMFA04020417,FA 22:5;O4,
LMFA04020418,FA 22:5;O4,
LMFA04020419,FA 22:5;O4,
LMFA04020420,FA 22:5;O4,
LMFA04020421,FA 22:5;O4,
LMFA04020422,FA 22:5;O4,
LMFA04020423,FA 22:5;O4,
LMFA04020424,FA 22:5;O4,
LMFA04020425,FA 22:5;O4,
LMFA04020426,FA 22:5;O4,
LMFA04020427,FA 22:5;O4,
LMFA04020428,FA 22:5;O4,
LMFA04020429,FA 22:5;O4,
LMFA04020430,FA 22:5;O4,
LMFA04020431,FA 22:5;O4,
LMFA04020432,FA 22:5;O4,
LMFA04020433,FA 22:5;O4,
LMFA04020434,FA 22:5;O4,
LMFA04020435,FA 22:5;O4,
LMFA04020436,FA 22:5;O4,
LMFA04020437,FA 22:5;O4,
LMFA04020438,FA 22:5;O4,
LMFA04020439,FA 22:5;O4,
LMFA04020440,FA 22:5;O4,
LMFA04020441,FA 22:5;O4,
LMFA04020442,FA 22:5;O4,
LMFA04020443,FA 22:5;O4,
LMFA04020444,FA 22:5;O4,
LMFA04020445,FA 22:5;O4,
LMFA04020446,FA 22:5;O4,
LMFA04020447,FA 22:5;O4,
LMFA04020448,FA 22:5;O4,
LMFA04020449,FA 22:5;O4,
LMFA04020450,FA 22:5;O4,
LMFA04020451,FA 22:5;O4,
LMFA04020452,FA 22:5;O4,
LMFA04020453,FA 22:5;O4,
LMFA04020454,FA 22:5;O4,
LMFA04020455,FA 22:5;O4,
LMFA04020456,FA 22:5;O4,
LMFA04020457,FA 22:5;O4,
LMFA04020458,FA 22:5;O4,
LMFA04020459,FA 22:5;O4,
LMFA04020460,FA 22:5;O4,
LMFA04020461,FA 22:5;O4,
LMFA04020462,FA 22:5;O4,
LMFA04020463,FA 22:5;O4,
LMFA04020464,FA 22:5;O4,
LMFA04020465,FA 22:5;O4,
LMFA04020466,FA 22:5;O4,
LMFA04020467,FA 22:5;O4,
LMFA04020468,FA 22:5;O4,
LMFA04020469,FA 22:5;O4,
LMFA04020470,FA 22:5;O4,
LMFA04020471,FA 22:5;O4,
LMFA04020472,FA 22:5;O4,
LMFA04020473,FA 22:5;O4,
LMFA04020474,FA 22:5;O4,
LMFA04020475,FA 22:5;O4,
LMFA04020476,FA 22:5;O4,
LMFA04020477,FA 22:5;O4,
LMFA04020478,FA 22:5;O4,
LMFA04020479,FA 22:5;O4,
LMFA04020480,FA 22:5;O4,
LMFA04020481,FA 22:5;O4,
LMFA04020482,FA 22:5;O4,
LMFA04020483,FA 22:5;O4,
LMFA04020484,FA 22:5;O4,
LMFA04020485,FA 22:5;O4,
LMFA04020486,FA 22:5;O4,
LMFA04020487,FA 22:5;O4,
LMFA04020488,FA 22:5;O4,
LMFA04020489,FA 22:5;O4,
LMFA04020490,FA 22:5;O4,
LMFA04020491,FA 22:5;O4,
LMFA04020492,FA 22:5;O4,
LMFA04020493,FA 22:5;O4,
LMFA04020494,FA 22:5;O4,
LMFA04020495,FA 22:5;O4,
LMFA04020496,FA 22:5;O4,
LMFA04020497,FA 22:5;O4,
LMFA04020498,FA 22:5;O4,
LMFA04020499,FA 22:5;O4,
LMFA04020500,FA 22:5;O4,
LMFA04020501,FA 22:5;O4,
LMFA04020502,FA 22:5;O4,
LMFA04020503,FA 22:5;O4,
LMFA04020504,FA 22:5;O4,
LMFA04020505,FA 22:5;O4,
LMFA04020506,FA 22:5;O4,
LMFA04020507,FA 22:5;O4,
LMFA04020508,FA 22:5;O4,
LMFA04020509,FA 22:5;O4,
LMFA04020510,FA 22:5;O4,
LMFA04020511,FA 22:5;O4,
LMFA04020512,FA 22:5;O4,
LMFA04020513,FA 22:5;O4,
LMFA04020514,FA 22:5;O4,
LMFA04020515,FA 22:5;O4,
LMFA04020516,FA 22:5;O4,
LMFA04020517,FA 22:5;O4,
LMFA04020518,FA 22:5;O4,
LMFA04020519,FA 22:5;O4,
LMFA04020520,FA 22:5;O4,
LMFA04020521,FA 22:5;O4,
LMFA04020522,FA 22:5;O4,
LMFA04020523,FA 22:5;O4,
LMFA04020524,FA 22:5;O4,
LMFA04020525,FA 22:5;O4,
LMFA04020526,FA 22:5;O4,
LMFA04020527,FA 22:5;O4,
LMFA04020528,FA 22:5;O4,
LMFA04030001,FA 22:6;O3,
LMFA04030002,FA 22:6;O3,
LMFA04030003,FA 22:6;O2,
LMFA04030004,FA 22:6;O2,RvD6
LMFA04030005,FA 22:6;O3,AT-RvD1
LMFA04030006,FA 22:6;O3,AT-RvD2
LMFA04030007,FA 22:6;O3,AT-RvD4
LMFA04030008,FA 22:6;O3,AT-RvD3
LMFA04030009,FA 22:7;O3,8-oxo-RvD1
LMFA04030010,FA 22:7;O3,17-oxo-RvD1
LMFA04030011,FA 22:6;O3,
LMFA04030012,FA 22:6;O3,RvD3
LMFA04030013,FA 22:6;O2,RvD6
LMFA04030014,,Resolvin Glutathione Conjugate in Tissue Regeneration 1; Resolvin Sulfido Conjugate 1; 8S-glutathionyl resolvin D1
LMFA04030015,,Resolvin Glutathione Conjugate in Tissue Regeneration 2; Resolvin Sulfido Conjugate 2; 8S-cysteinylglycinyl resolvin D1
LMFA04030016,,Resolvin Glutathione Conjugate in Tissue Regeneration 3; Resolvin Sulfido Conjugate 3; 8S-cysteinyl resolvin D1
LMFA04040001,FA 22:6;O2,NPD1; Protectin D1; PD1
LMFA04040002,FA 22:6;O2,
LMFA04040003,FA 22:6;O2,"PDX; 10S,17S-DiHDoHE; 10S,17S-diHDHA"
LMFA04040004,,Protectin Conjugates in Tissue Regeneration 1
LMFA04040005,,Protectin Conjugates in Tissue Regeneration 2
LMFA04040006,,Protectin Conjugates in Tissue Regeneration 3
LMFA04050001,FA 22:6;O2,
LMFA04050002,FA 22:7;O,"13,14-epoxy-maresin; 13,14-eMaR"
LMFA04050003,FA 22:6;O2,7-epi Maresin 1
LMFA04050004,FA 22:6;O2,"13R,14S-diHDHA; 13,14-dihydroxydocosahexaenoic acid"
LMFA04050005,,13-glutathionyl-maresin 2; Maresin Conjugates in Tissue Regeneration 1; Maresin Sulfido Conjugate 1
LMFA04050006,,13-cysteinylglycinyl-maresin 2; Maresin Conjugates in Tissue Regeneration 2; Maresin Sulfido Conjugate 2
LMFA04050007,,13-cysteinyl-maresin 2; Maresin Conjugates in Tissue Regeneration 3; Maresin Sulfido Conjugate 3
LMFA04060001,FA 22:6;O4,
LMFA04060002,FA 22:6;O6,
LMFA05000001,FOH 12:0,
LMFA05000002,FOH 26:0,hexacosan-1-ol
LMFA05000003,FOH 28:0,octacosan-1-ol
LMFA05000006,FOH 30:0,Myricyl alcohol; triacontan-1-ol
LMFA05000007,FOH 16:2,"hexadeca-10E,12Z-dien-1-ol"
LMFA05000008,FOH 22:0,docosan-1-ol
LMFA05000009,FOH 17:0,14-methyl-hexadecan-1-ol
LMFA05000010,FOH 16:0,14-methyl-pentadecan-1-ol
LMFA05000011,FOH 23:4;O3,"1-acetoxy-2-hydroxy-heneicosa-12Z,15Z-dien-4-one; (Z,Z)-1-(acetoxy)-2-hydroxy-12,15-heneicosadien-4-one"
LMFA05000013,FOH 11:4;O4,"2R,9R-dihydroxy-3S,4S,7S,8S-diepoxy-undeca-5E,19-dien-1-ol; (2R,3S,4S,5E,7S,8S,9R)-2,9-dihydroxy-3,4,7,8-diepoxy-undeca-5,10-diene"
LMFA05000014,FOH 16:10;O4,"8,9,10,11-diepoxy-14-acetoxy-tetradeca-12E-en-2,4,6-triyn-1-ol"
LMFA05000015,FOH 16:2,"10-propyl-trideca-5,9-dien-1-ol"
LMFA05000016,FOH 14:5,"tetradeca-13-en-2,4-diyn-1-ol"
LMFA05000017,FOH 14:0;O,"2,2,9,9-tetramethyl-decan-1,10-diol"
LMFA05000018,FOH 10:2;O2,"1,3S-dihydroxy-deca-8E-en-5-one; (3S,8E)-1,3-dihydroxy-8-decen-5-one"
LMFA05000019,FOH 17:6,"heptadeca-1,9Z-dien-4,6-diyn-3-ol"
LMFA05000020,FOH 12:2,"dodeca-5,7-dien-1-ol"
LMFA05000021,FOH 12:1,dodeca-11-en-1-ol
LMFA05000022,FOH 17:6;O,"heptadeca-2,9-dien-4,6-diyn-1,8-diol"
LMFA05000023,FOH 16:2,"hexadeca-7,11-dien-1-ol"
LMFA05000024,FOH 12:1,dodeca-9-en-1-ol
LMFA05000025,FOH 12:1,dodeca-10-en-1-ol
LMFA05000026,FOH 12:2,"dodeca-7E,9Z-dien-1-ol"
LMFA05000027,FOH 17:5;O2,"heptadeca-1-en-4,6-diyn-3,9,10-triol"
LMFA05000028,FOH 17:6;O,"9,10-epoxy-heptadeca-1-en-4,6-diyn-3-ol"
